"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","PIAAC_CATEGORY","Category","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Value","Flag Codes","Flags"
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",36,,
"AUT","Austria","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",32,,
"BEL","Belgium","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",49,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",72,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",90,,
"BEL","Belgium","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",75,,
"BEL","Belgium","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",59,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",61,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",62,,
"BEL","Belgium","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",61,,
"BEL","Belgium","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",12,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",18,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",28,,
"BEL","Belgium","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",21,,
"BEL","Belgium","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",85,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",93,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",95,,
"BEL","Belgium","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",92,,
"BEL","Belgium","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",27,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",38,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",38,,
"BEL","Belgium","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",36,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",47,,
"CZE","Czech Republic","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",79,,
"CZE","Czech Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",94,,
"CZE","Czech Republic","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",80,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",37,,
"CZE","Czech Republic","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",41,,
"CZE","Czech Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",45,,
"CZE","Czech Republic","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",41,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",5,,
"CZE","Czech Republic","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",12,,
"CZE","Czech Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",19,,
"CZE","Czech Republic","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",13,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",94,,
"CZE","Czech Republic","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",98,,
"CZE","Czech Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",99,,
"CZE","Czech Republic","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",98,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",15,,
"CZE","Czech Republic","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",19,,
"CZE","Czech Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",33,,
"CZE","Czech Republic","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",21,,
"DNK","Denmark","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",77,,
"DNK","Denmark","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",89,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",95,,
"DNK","Denmark","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",90,,
"DNK","Denmark","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",38,,
"DNK","Denmark","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",33,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",37,,
"DNK","Denmark","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",36,,
"DNK","Denmark","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",33,,
"DNK","Denmark","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",39,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",43,,
"DNK","Denmark","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",40,,
"DNK","Denmark","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",91,,
"DNK","Denmark","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",95,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",98,,
"DNK","Denmark","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",95,,
"DNK","Denmark","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",36,,
"DNK","Denmark","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",41,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",45,,
"DNK","Denmark","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",42,,
"FIN","Finland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",76,,
"FIN","Finland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",88,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",98,,
"FIN","Finland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",91,,
"FIN","Finland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",65,,
"FIN","Finland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",65,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",55,,
"FIN","Finland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",60,,
"FIN","Finland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",26,,
"FIN","Finland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",35,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",43,,
"FIN","Finland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",38,,
"FIN","Finland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",98,,
"FIN","Finland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",98,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",99,,
"FIN","Finland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",98,,
"FIN","Finland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",28,,
"FIN","Finland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",39,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",44,,
"FIN","Finland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",39,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",63,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",84,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",96,,
"FRA","France","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",84,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",45,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",47,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",44,,
"FRA","France","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",45,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",16,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",23,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",29,,
"FRA","France","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",24,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",89,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",92,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",97,,
"FRA","France","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_HELP","Percentgae of adults who have someone to ask for help","VALUE","Value","2015","2015",93,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",13,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",18,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",19,,
"FRA","France","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_SOCMEDIA","Percentage of adults who actively participate in social media on a daily basis","VALUE","Value","2015","2015",17,,
"DEU","Germany","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",52,,
"DEU","Germany","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",78,,
"DEU","Germany","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",92,,
"DEU","Germany","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_CULT_SPORT","Percentage of adults who participated in any cultural or sporting activities in the last 12 months","VALUE","Value","2015","2015",78,,
"DEU","Germany","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",44,,
"DEU","Germany","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",44,,
"DEU","Germany","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",48,,
"DEU","Germany","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_FRIENDS","Percentage of adults who get together with friends living outside their household at least once a week","VALUE","Value","2015","2015",45,,
"DEU","Germany","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EUSILC_PERC_VOLUNTEER","Percentgae of adults who participated in formal voluntary activities in the last 12 months","VALUE","Value","2015","2015",15,,
