"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,-0.733171,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,1.598455,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,-0.696843,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,-0.300563,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,-0.24324,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,0.712584,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,2.282605,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,0.361978,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,0.152663,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,2.012949,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,2.316946,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,2.322403,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,2.351387,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,0.382497,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,0.104617,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,2.38085,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,0.556915,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,1.444126,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,-0.807481,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,-0.541687,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,-0.092934,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,0.135219,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,1.436071,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,-1.439183,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,0.308807,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,0.22302,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,0.799363,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,0.687354,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,-0.081471,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,1.803537,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,-0.19349,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,0.914059,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,-0.027473,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,0.308568,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,1.366577,,
"AUS","Australia","T_MFP","Multifactor productivity","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,1.164439,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,1.249548,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,2.729882,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,1.743557,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,1.232041,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,1.893517,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,5.435229,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,4.663613,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,2.27561,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,-0.456315,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,0.234381,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,3.211701,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,3.89772,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,3.703741,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,2.821969,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,1.706224,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,3.674149,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,3.646157,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,3.290601,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,2.984728,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,1.745247,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,3.466743,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,2.381561,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,3.75341,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,7.095095,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,2.057463,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,4.128478,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,3.06334,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,5.149877,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,3.390753,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,1.704719,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,2.261572,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,-0.314735,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,0.770703,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,0.087856,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,3.151883,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,1.593969,,
"AUS","Australia","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,-0.09471,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,3.469934,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,3.280546,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,3.121155,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,3.86706,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,4.17034,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,4.375226,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,4.663425,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,3.673432,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,3.035398,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,3.542129,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,3.166013,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,3.44978,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,3.479692,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,4.10748,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,4.468827,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,4.738394,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,4.62641,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,3.951733,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,3.658693,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,3.138188,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,2.68099,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,2.732678,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,3.070455,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,3.217698,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,2.457999,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,2.276333,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,3.068866,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,2.590246,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,2.785399,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,2.231575,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,2.457682,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,2.794317,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,2.76503,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,3.093237,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,3.653461,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,2.463902,,
"AUT","Austria","T_KSER","Total capital services","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,2.9511,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,2.267096,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,2.067615,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,1.732464,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,1.160581,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,1.373337,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,2.784615,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,5.509766,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,-0.190707,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,0.275221,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,2.570452,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,1.020053,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,1.329074,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,-0.055296,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,0.6434,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,-0.207767,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,1.224977,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,1.624072,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,2.066348,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,2.022537,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,-0.452293,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,-2.16249,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,0.944331,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,0.692385,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,0.25628,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,-0.289308,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,-0.168234,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,0.611637,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,-0.31935,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,0.722947,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,0.138031,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,-0.586858,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,-0.766258,,
"AUT","Austria","T_MFP","Multifactor productivity","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,0.063116,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,2.342316,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,1.907916,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,3.049035,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,3.170079,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,4.828695,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,4.632114,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,7.213191,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,1.263312,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,2.276965,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,4.289783,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,2.723989,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,3.795204,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,4.628139,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,4.167832,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,3.551731,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,2.333149,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,2.883525,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,1.919805,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,1.942469,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,1.768474,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,5.585915,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,1.910012,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,1.203876,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,2.980434,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,3.420575,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,1.945137,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,2.855939,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,0.701427,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,1.736607,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,1.151633,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,2.148073,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,11.537004,,
"AUT","Austria","T_KSERHRS","Capital deepening","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,-1.985686,,
"BEL","Belgium","T_KSER","Total capital services","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,3.670945,,
"BEL","Belgium","T_KSER","Total capital services","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,3.483925,,
"BEL","Belgium","T_KSER","Total capital services","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,3.430454,,
"BEL","Belgium","T_KSER","Total capital services","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,4.150495,,
