"LOCATION","Country","MEA","Overall measure","VAR","Components","POP","Age","SEX","Sex","EDU","Education","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","QWE","Quality of the working environment","1","Job Strain","TP","Total","TP","Total","HS","High skilled","2005","2005","PC","Percentage","0","Units",,,8.03233051300049,,
"AUT","Austria","QWE","Quality of the working environment","1","Job Strain","TP","Total","TP","Total","HS","High skilled","2010","2010","PC","Percentage","0","Units",,,10.5213794708252,,
"AUT","Austria","QWE","Quality of the working environment","1","Job Strain","TP","Total","TP","Total","HS","High skilled","2015","2015","PC","Percentage","0","Units",,,12.5245895385742,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2005","2005","USD","US Dollar","0","Units",,,32.3281059265137,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2006","2006","USD","US Dollar","0","Units",,,33.1364669799805,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2007","2007","USD","US Dollar","0","Units",,,33.2071876525879,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2008","2008","USD","US Dollar","0","Units",,,33.827953338623,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2009","2009","USD","US Dollar","0","Units",,,34.7703475952148,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2010","2010","USD","US Dollar","0","Units",,,34.892707824707,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2011","2011","USD","US Dollar","0","Units",,,34.6461563110352,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2012","2012","USD","US Dollar","0","Units",,,34.31103515625,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2013","2013","USD","US Dollar","0","Units",,,34.8093872070312,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2014","2014","USD","US Dollar","0","Units",,,35.8048057556152,,
"BEL","Belgium","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2015","2015","USD","US Dollar","0","Units",,,36.3586235046387,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2007","2007","PC","Percentage","0","Units",,,1.38970065116882,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2008","2008","PC","Percentage","0","Units",,,1.69711601734161,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2009","2009","PC","Percentage","0","Units",,,1.87035346031189,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2010","2010","PC","Percentage","0","Units",,,1.57050096988678,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2011","2011","PC","Percentage","0","Units",,,1.3848227262497,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2012","2012","PC","Percentage","0","Units",,,1.79980719089508,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2013","2013","PC","Percentage","0","Units",,,1.94757747650146,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2014","2014","PC","Percentage","0","Units",,,1.67911875247955,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2015","2015","PC","Percentage","0","Units",,,1.55829644203186,,
"BEL","Belgium","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2016","2016","PC","Percentage","0","Units",,,1.32155287265778,,
"BEL","Belgium","QWE","Quality of the working environment","1","Job Strain","TP","Total","TP","Total","HS","High skilled","2005","2005","PC","Percentage","0","Units",,,15.2946481704712,,
"BEL","Belgium","QWE","Quality of the working environment","1","Job Strain","TP","Total","TP","Total","HS","High skilled","2010","2010","PC","Percentage","0","Units",,,22.6904487609863,,
"BEL","Belgium","QWE","Quality of the working environment","1","Job Strain","TP","Total","TP","Total","HS","High skilled","2015","2015","PC","Percentage","0","Units",,,12.2905321121216,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2007","2007","PC","Percentage","0","Units",,,1.89391613006592,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2008","2008","PC","Percentage","0","Units",,,2.27216935157776,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2009","2009","PC","Percentage","0","Units",,,2.52351379394531,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2010","2010","PC","Percentage","0","Units",,,2.5869288444519,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2011","2011","PC","Percentage","0","Units",,,2.41871953010559,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2012","2012","PC","Percentage","0","Units",,,2.41108822822571,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2013","2013","PC","Percentage","0","Units",,,2.25219082832336,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2014","2014","PC","Percentage","0","Units",,,2.34590554237366,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2015","2015","PC","Percentage","0","Units",,,2.28780460357666,,
"CAN","Canada","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2016","2016","PC","Percentage","0","Units",,,2.2405321598053,,
"CAN","Canada","QWE","Quality of the working environment","1","Job Strain","TP","Total","TP","Total","HS","High skilled","2005","2005","PC","Percentage","0","Units",,,16.8321628570557,,
"CZE","Czech Republic","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2005","2005","USD","US Dollar","0","Units",,,11.4484910964966,,
"CZE","Czech Republic","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2006","2006","USD","US Dollar","0","Units",,,12.288480758667,,
"CZE","Czech Republic","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2007","2007","USD","US Dollar","0","Units",,,12.6866064071655,,
"CZE","Czech Republic","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2008","2008","USD","US Dollar","0","Units",,,12.2125120162964,,
"CZE","Czech Republic","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2009","2009","USD","US Dollar","0","Units",,,11.7845373153686,,
"CZE","Czech Republic","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2010","2010","USD","US Dollar","0","Units",,,12.057204246521,,
"CZE","Czech Republic","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2011","2011","USD","US Dollar","0","Units",,,12.1711311340332,,
"CZE","Czech Republic","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2012","2012","USD","US Dollar","0","Units",,,12.3686943054199,,
"CZE","Czech Republic","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2013","2013","USD","US Dollar","0","Units",,,12.0672178268433,,
"CZE","Czech Republic","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2014","2014","USD","US Dollar","0","Units",,,12.3415966033936,,
"CZE","Czech Republic","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2015","2015","USD","US Dollar","0","Units",,,12.6785287857056,,
"CZE","Czech Republic","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2016","2016","USD","US Dollar","0","Units",,,13.1036911010742,,
"CZE","Czech Republic","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2007","2007","PC","Percentage","0","Units",,,0.405614018440247,,
"CZE","Czech Republic","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2008","2008","PC","Percentage","0","Units",,,0.617091536521912,,
"CZE","Czech Republic","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2009","2009","PC","Percentage","0","Units",,,1.08299851417542,,
"CZE","Czech Republic","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2010","2010","PC","Percentage","0","Units",,,1.11104786396027,,
"CZE","Czech Republic","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2011","2011","PC","Percentage","0","Units",,,1.14597725868225,,
"CZE","Czech Republic","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2012","2012","PC","Percentage","0","Units",,,0.874165713787079,,
"CZE","Czech Republic","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2013","2013","PC","Percentage","0","Units",,,1.08709955215454,,
"CZE","Czech Republic","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2014","2014","PC","Percentage","0","Units",,,0.976739704608917,,
"CZE","Czech Republic","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2015","2015","PC","Percentage","0","Units",,,0.476621896028519,,
"CZE","Czech Republic","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2016","2016","PC","Percentage","0","Units",,,0.347156971693039,,
"CZE","Czech Republic","QWE","Quality of the working environment","1","Job Strain","TP","Total","TP","Total","HS","High skilled","2005","2005","PC","Percentage","0","Units",,,15.7222528457642,,
"CZE","Czech Republic","QWE","Quality of the working environment","1","Job Strain","TP","Total","TP","Total","HS","High skilled","2010","2010","PC","Percentage","0","Units",,,13.5320472717285,,
"CZE","Czech Republic","QWE","Quality of the working environment","1","Job Strain","TP","Total","TP","Total","HS","High skilled","2015","2015","PC","Percentage","0","Units",,,11.7031373977661,,
"DNK","Denmark","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2005","2005","USD","US Dollar","0","Units",,,33.1447868347168,,
"DNK","Denmark","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2006","2006","USD","US Dollar","0","Units",,,32.8831062316894,,
"DNK","Denmark","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2007","2007","USD","US Dollar","0","Units",,,33.8815040588379,,
"DNK","Denmark","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2008","2008","USD","US Dollar","0","Units",,,33.7687187194824,,
"DNK","Denmark","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2009","2009","USD","US Dollar","0","Units",,,35.3110809326172,,
"DNK","Denmark","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2010","2010","USD","US Dollar","0","Units",,,34.6267547607422,,
"DNK","Denmark","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2011","2011","USD","US Dollar","0","Units",,,35.3605537414551,,
"DNK","Denmark","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2012","2012","USD","US Dollar","0","Units",,,34.6961517333984,,
"DNK","Denmark","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2013","2013","USD","US Dollar","0","Units",,,34.124683380127,,
"DNK","Denmark","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2014","2014","USD","US Dollar","0","Units",,,35.4541091918945,,
"DNK","Denmark","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2015","2015","USD","US Dollar","0","Units",,,35.7790145874023,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2007","2007","PC","Percentage","0","Units",,,1.60656571388245,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2008","2008","PC","Percentage","0","Units",,,1.55639374256134,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2009","2009","PC","Percentage","0","Units",,,2.64929175376892,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2010","2010","PC","Percentage","0","Units",,,4.16649341583252,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2011","2011","PC","Percentage","0","Units",,,4.67188596725464,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2012","2012","PC","Percentage","0","Units",,,3.21143317222595,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2013","2013","PC","Percentage","0","Units",,,3.04426455497742,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2014","2014","PC","Percentage","0","Units",,,3.10283589363098,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2015","2015","PC","Percentage","0","Units",,,3.16203618049622,,
"DNK","Denmark","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2016","2016","PC","Percentage","0","Units",,,3.40427708625794,,
"DNK","Denmark","QWE","Quality of the working environment","1","Job Strain","TP","Total","TP","Total","HS","High skilled","2005","2005","PC","Percentage","0","Units",,,7.3661470413208,,
"DNK","Denmark","QWE","Quality of the working environment","1","Job Strain","TP","Total","TP","Total","HS","High skilled","2010","2010","PC","Percentage","0","Units",,,8.33362674713135,,
"DNK","Denmark","QWE","Quality of the working environment","1","Job Strain","TP","Total","TP","Total","HS","High skilled","2015","2015","PC","Percentage","0","Units",,,8.02143669128418,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2005","2005","USD","US Dollar","0","Units",,,23.5699405670166,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2006","2006","USD","US Dollar","0","Units",,,24.0708122253418,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2007","2007","USD","US Dollar","0","Units",,,24.6677703857422,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2008","2008","USD","US Dollar","0","Units",,,25.2003059387207,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2009","2009","USD","US Dollar","0","Units",,,25.475456237793,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2010","2010","USD","US Dollar","0","Units",,,25.8911266326904,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2011","2011","USD","US Dollar","0","Units",,,25.3100280761719,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2012","2012","USD","US Dollar","0","Units",,,25.584623336792,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2013","2013","USD","US Dollar","0","Units",,,25.3173351287842,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2014","2014","USD","US Dollar","0","Units",,,25.354814529419,,
"FIN","Finland","EQ","Earnings quality","3","Earnings quality (in constant prices, at constant PPPs)","TP","Total","TP","Total","HS","High skilled","2015","2015","USD","US Dollar","0","Units",,,25.4256229400635,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2007","2007","PC","Percentage","0","Units",,,1.44414329528809,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2008","2008","PC","Percentage","0","Units",,,1.38452398777008,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2009","2009","PC","Percentage","0","Units",,,1.76810050010681,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2010","2010","PC","Percentage","0","Units",,,1.76574385166168,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2011","2011","PC","Percentage","0","Units",,,1.08353686332703,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2012","2012","PC","Percentage","0","Units",,,1.49243938922882,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2013","2013","PC","Percentage","0","Units",,,1.19304502010346,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2014","2014","PC","Percentage","0","Units",,,1.33523738384247,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2015","2015","PC","Percentage","0","Units",,,1.69649863243103,,
"FIN","Finland","LMI","Labour market insecurity","2","Labour market insecurity","TP","Total","TP","Total","HS","High skilled","2016","2016","PC","Percentage","0","Units",,,1.65090882778168,,
